X,Y,T,A
486372.3298232146,4419367.048685012,1166.0,71.0
486681.2288094793,4419016.451539742,1169.0,74.0
486244.01369832235,4419374.527669844,1167.0,72.0
486066.2192151862,4419188.284051354,1172.0,77.0
486980.0807620552,4418353.674765801,1172.0,77.0
486681.2288094793,4419016.451539742,1172.0,77.0
486858.6118306109,4418902.165635099,1172.0,77.0
486320.07457583124,4419188.570144088,1174.0,79.0
486372.3298232146,4419367.048685012,1180.0,85.0
486077.0933694307,4419192.532073331,1180.0,85.0
486453.76182842447,4419271.930487389,1183.0,88.0
486364.2837662432,4419385.802065364,1187.0,92.0
486320.07457583124,4419188.570144088,1187.0,92.0
486681.2288094793,4419016.451539742,1175.0,80.0
486681.2288094793,4419016.451539742,1176.0,81.0
486387.8322403978,4418658.796745444,1192.0,97.0
486410.4085029191,4418512.282296201,1192.0,97.0
486077.0933694307,4419192.532073331,1189.0,94.0
486681.2288094793,4419016.451539742,1179.0,84.0
486364.2837662432,4419385.802065364,1194.0,99.0
486623.8604027557,4418832.80462871,1194.0,99.0
486320.07457583124,4419188.570144088,1195.0,100.0
486359.171471255,4419377.074891984,1190.0,95.0
486320.07457583124,4419188.570144088,1205.0,110.0
486391.8233746998,4418638.2745215455,1197.0,102.0
486354.1137343002,4418413.703152868,1197.0,102.0
486372.3298232146,4419367.048685012,1197.0,102.0
486533.89292474854,4419105.194259671,1197.0,102.0
486481.4616018623,4419211.120123855,1198.0,103.0
486320.07457583124,4419188.570144088,1198.0,103.0
486640.9064719071,4419096.511060685,1200.0,105.0
486623.8604027557,4418832.80462871,1200.0,105.0
486060.1144368736,4419097.664807234,1208.0,113.0
486359.171471255,4419377.074891984,1208.0,113.0
486840.31472768524,4418779.625342844,1208.0,113.0
486623.8604027557,4418832.80462871,1209.0,114.0
486178.7381164579,4418703.500757376,1211.0,116.0
486181.36619441735,4418733.008857339,1211.0,116.0
487053.91020112095,4418884.873101272,1204.0,109.0
486214.9393983222,4419392.196013835,1215.0,120.0
486836.02281644876,4418913.155746536,1215.0,120.0
486858.6118306109,4418902.165635099,1215.0,120.0
486863.04629948613,4418766.195498243,1204.0,109.0
486104.53742955596,4418903.825902353,1219.0,124.0
486614.6982793629,4419027.688392989,1219.0,124.0
486384.4400293048,4419375.924178293,1220.0,125.0
486623.3238843586,4418945.976182141,1221.0,126.0
486214.9393983222,4419392.196013835,1211.0,116.0
486364.2837854129,4419385.802062153,1212.0,117.0
486466.99070089083,4419174.348335342,1221.0,126.0
486364.2837662432,4419385.802065364,1213.0,118.0
486214.9393983222,4419392.196013835,1214.0,119.0
486231.9465479398,4419399.325471772,1222.0,127.0
486623.8604027557,4418832.80462871,1222.0,127.0
486614.6982793629,4419027.688392989,1222.0,127.0
486066.69755233673,4419131.577569261,1222.0,127.0
486454.2503386099,4418501.6500726985,1215.0,120.0
486367.4365898511,4418490.973391501,1224.0,129.0
486252.8793942536,4418907.83357238,1224.0,129.0
486372.3298232146,4419367.048685012,1223.0,128.0
486073.50395833934,4418987.942070767,1225.0,130.0
486444.4506186297,4418412.327763431,1218.0,123.0
486214.9393983222,4419392.196013835,1218.0,123.0
486367.4365898511,4418490.973391501,1235.0,140.0
486226.5874925721,4418755.586274046,1235.0,140.0
486152.4733454076,4418568.41404727,1236.0,141.0
486470.85920060985,4419156.234347928,1228.0,133.0
486370.1237564508,4419362.355820733,1228.0,133.0
486243.07034788205,4418370.22277461,1237.0,142.0
486919.68841118936,4419395.560116964,1231.0,136.0
486152.4733454076,4418568.41404727,1231.0,136.0
486118.79877052153,4418899.026426548,1231.0,136.0
486617.4712617576,4419027.600691934,1232.0,137.0
486320.07457583124,4419188.570144088,1235.0,140.0
486364.2837662432,4419385.802065364,1235.0,140.0
486643.8872191185,4419311.692154734,1235.0,140.0
486466.99070089083,4419174.348335342,1235.0,140.0
486472.50728608423,4419169.134215694,1239.0,144.0
486569.15861379844,4418978.798258683,1241.0,146.0
486908.27257203625,4419330.12912032,1241.0,146.0
486419.7453807757,4418890.225684501,1238.0,143.0
486696.9282937386,4419094.671394419,1238.0,143.0
486152.4733454076,4418568.41404727,1244.0,149.0
486509.46824425773,4419160.145324729,1245.0,150.0
486087.8983886686,4419180.717840964,1239.0,144.0
486364.2837662432,4419385.802065364,1228.0,133.0
486101.6094285614,4419408.518984585,1252.0,157.0
486095.56618073635,4419406.526694748,1252.0,157.0
486795.8529514799,4419392.586099298,1252.0,157.0
486108.3731042041,4419278.115825463,1252.0,157.0
486391.8233746998,4418638.2745215455,1252.0,157.0
486237.1873801249,4419164.882080449,1253.0,158.0
486152.4733454076,4418568.41404727,1246.0,151.0
486370.1237564508,4419362.355820733,1253.0,158.0
486108.3731042041,4419278.115825463,1253.0,158.0
486293.59498083557,4419372.19230243,1254.0,159.0
486623.8604027557,4418832.80462871,1254.0,159.0
486614.6982793629,4419027.688392989,1254.0,159.0
486414.4100482894,4418645.690002371,1254.0,159.0
486472.50728608423,4419169.134215694,1254.0,159.0
486079.1232215911,4419273.459695094,1246.0,151.0
486623.8604027557,4418832.80462871,1246.0,151.0
486470.85920060985,4419156.234347928,1256.0,161.0
486759.0039888263,4418872.592084941,1257.0,162.0
486759.0039888263,4418872.592084941,1257.0,162.0
486138.7261503552,4419222.530226774,1258.0,163.0
486293.59498083557,4419372.19230243,1258.0,163.0
486095.56618073635,4419406.526694748,1258.0,163.0
486320.07457583124,4419188.570144088,1248.0,153.0
486463.0029057437,4419150.9537533205,1258.0,163.0
486623.8604027557,4418832.80462871,1228.0,133.0
486491.82172197354,4419320.917803235,1249.0,154.0
486101.6094285614,4419408.518984585,1249.0,154.0
486363.19896871067,4419360.514047263,1249.0,154.0
486364.2837662432,4419385.802065364,1249.0,154.0
486470.85920060985,4419156.234347928,1249.0,154.0
486126.1563491112,4419268.45755198,1249.0,154.0
486226.5874925721,4418755.586274046,1249.0,154.0
486759.0039888263,4418872.592084941,1250.0,155.0
486365.24422314,4418665.244910357,1250.0,155.0
486166.63044525776,4419028.700212288,1250.0,155.0
486261.5830409789,4419160.492680914,1251.0,156.0
486095.56618073635,4419406.526694748,1251.0,156.0
486482.36038170004,4419322.583266949,1261.0,166.0
486320.07457583124,4419188.570144088,1262.0,167.0
486566.7587946865,4418908.815428791,1262.0,167.0
486433.19869041926,4418931.264263985,1262.0,167.0
486623.8604027557,4418832.80462871,1262.0,167.0
486617.4712617576,4419027.600691934,1262.0,167.0
486391.8233746998,4418638.2745215455,1263.0,168.0
486575.5313772262,4418645.203531412,1263.0,168.0
486935.4053620765,4418906.337726673,1263.0,168.0
486108.3731042041,4419278.115825463,1263.0,168.0
486492.73598227766,4418510.57701661,1264.0,169.0
486384.4400293048,4419375.924178293,1264.0,169.0
486261.5830409789,4419160.492680914,1264.0,169.0
486434.86743943335,4418645.581908928,1259.0,164.0
486490.84344248567,4419314.836856275,1259.0,164.0
486490.84344248567,4419314.836856275,1259.0,164.0
486491.82172197354,4419320.917803235,1259.0,164.0
486623.8604027557,4418832.80462871,1265.0,170.0
486384.4400293048,4419375.924178293,1265.0,170.0
486425.9835420246,4418662.20016461,1265.0,170.0
486491.82172197354,4419320.917803235,1259.0,164.0
486266.45969483047,4419244.424584893,1259.0,164.0
486488.22126870556,4418479.0653000865,1259.0,164.0
486364.2837662432,4419385.802065364,1265.0,170.0
486414.4100482894,4418645.690002371,1265.0,170.0
486490.0465985646,4418489.951461641,1266.0,171.0
486095.56618073635,4419406.526694748,1260.0,165.0
486414.4100482894,4418645.690002371,1260.0,165.0
486369.0192207587,4418499.8557464825,1267.0,172.0
486257.54320507264,4419161.157495996,1267.0,172.0
486623.8604027557,4418832.80462871,1269.0,174.0
486491.82172197354,4419320.917803235,1270.0,175.0
486686.4462661672,4419130.306951353,1270.0,175.0
486472.50728608423,4419169.134215694,1270.0,175.0
486369.84939354955,4418504.510681768,1271.0,176.0
486139.69857416913,4419257.196715143,1271.0,176.0
486759.0039888263,4418872.592084941,1271.0,176.0
486261.5830409789,4419160.492680914,1271.0,176.0
486261.5830409789,4419160.492680914,1272.0,177.0
486320.07457583124,4419188.570144088,1272.0,177.0
486487.9171822038,4419256.314594737,1272.0,177.0
486491.82172197354,4419320.917803235,1272.0,177.0
486183.34116663213,4418545.815000741,1272.0,177.0
486359.171471255,4419377.074891984,1272.0,177.0
486623.8604027557,4418832.80462871,1273.0,178.0
486265.8409181036,4418326.7309058625,1229.0,134.0
486359.171471255,4419377.074891984,1229.0,134.0
486152.4733454076,4418568.41404727,1229.0,134.0
486312.1716125734,4418702.545019267,1229.0,134.0
486594.16877690156,4419107.758353994,1229.0,134.0
486152.4733454076,4418568.41404727,1229.0,134.0
486579.353312466,4418999.236899256,1274.0,179.0
486889.0134805335,4418617.297910325,1277.0,182.0
486507.8168098086,4419318.873899805,1278.0,183.0
486491.82172197354,4419320.917803235,1278.0,183.0
486419.06767490844,4418886.436671478,1278.0,183.0
486623.8604027557,4418832.80462871,1289.0,194.0
486614.6982793629,4419027.688392989,1289.0,194.0
486320.07457583124,4419188.570144088,1290.0,195.0
486910.63478411245,4419403.04848323,1279.0,184.0
486714.3446123476,4418632.559095536,1292.0,197.0
486130.0059197003,4419258.833181872,1292.0,197.0
486336.28238807427,4418897.932627126,1281.0,186.0
486464.1302464005,4418754.745602524,1287.0,192.0
486359.171471255,4419377.074891984,1282.0,187.0
486617.4712617576,4419027.600691934,1282.0,187.0
486380.7886115578,4419310.966387564,1284.0,189.0
486429.6508992188,4418851.410948395,1284.0,189.0
486714.3446123476,4418632.559095536,1301.0,206.0
486185.11117092374,4418581.703126783,1302.0,207.0
486472.50728608423,4419169.134215694,1304.0,209.0
486543.94196926174,4419120.630295935,1304.0,209.0
486445.85008620686,4419229.444083936,1306.0,211.0
486185.11117092374,4418581.703126783,1306.0,211.0
486168.9015127032,4419217.35454274,1308.0,213.0
486538.64028082177,4419114.512237485,1297.0,202.0
486543.94196926174,4419120.630295935,1297.0,202.0
486696.2167104137,4419087.260059702,1299.0,204.0
486332.8643555216,4419139.590338348,1313.0,218.0
486441.875884992,4419132.463724715,1313.0,218.0
487065.5752189337,4418418.11226273,1313.0,218.0
486370.1237564508,4419362.355820733,1313.0,218.0
487042.58982883574,4418431.063504036,1316.0,221.0
486362.05830888153,4419372.888617294,1317.0,222.0
486370.1237564508,4419362.355820733,1317.0,222.0
486370.1237564508,4419362.355820733,1317.0,222.0
486364.2837662432,4419385.802065364,1317.0,222.0
486617.4712617576,4419027.600691934,1318.0,223.0
487056.94779400126,4418415.178504795,1319.0,224.0
486320.07457583124,4419188.570144088,1326.0,231.0
486152.4733454076,4418568.41404727,1326.0,231.0
486168.9015127032,4419217.35454274,1307.0,212.0
486472.50728608423,4419169.134215694,1307.0,212.0
486320.07457583124,4419188.570144088,1320.0,225.0
486470.85920060985,4419156.234347928,1320.0,225.0
486701.16275203926,4419093.955735184,1320.0,225.0
486444.4506186297,4418412.327763431,1321.0,226.0
486432.4184470319,4419348.977967784,1321.0,226.0
486415.16081237356,4419397.728229173,1326.0,231.0
486614.6982793629,4419027.688392989,1327.0,232.0
486327.5994155327,4418847.210175829,1327.0,232.0
486324.9490119262,4419190.282807543,1328.0,233.0
486574.4323616948,4419043.0842527235,1328.0,233.0
486472.50728608423,4419169.134215694,1329.0,234.0
486590.8572646594,4418993.494073778,1307.0,212.0
486436.66435334535,4418690.014337865,1330.0,235.0
486370.1237564508,4419362.355820733,1307.0,212.0
486320.07457583124,4419188.570144088,1308.0,213.0
486066.69755233673,4419131.577569261,1308.0,213.0
486372.3298232147,4419367.048685034,1308.0,213.0
486616.79244237574,4419149.47419183,1308.0,213.0
486626.88854278123,4419364.028585337,1330.0,235.0
486337.08476112573,4419202.755681922,1335.0,240.0
486482.7356535825,4419172.769859136,1322.0,227.0
486386.0717289936,4418941.882869313,1331.0,236.0
486364.2837662432,4419385.802065364,1333.0,238.0
486369.93089283473,4419402.720365953,1344.0,249.0
486566.7587946865,4418908.815428791,1333.0,238.0
486083.5396743433,4419336.45388316,1344.0,249.0
486186.5381865735,4419130.652671307,1344.0,249.0
486077.0933694307,4419192.532073331,1334.0,239.0
486055.3600436068,4419167.396754975,1335.0,240.0
486623.8604027557,4418832.80462871,1335.0,240.0
486614.6982793629,4419027.688392989,1335.0,240.0
486320.07457583124,4419188.570144088,1348.0,253.0
486312.6369669195,4418706.1948307585,1348.0,253.0
486434.86743943335,4418645.581908928,1348.0,253.0
486060.2749180808,4419337.94633565,1348.0,253.0
486579.353312466,4418999.236899256,1349.0,254.0
486491.82172197354,4419320.917803235,1349.0,254.0
487055.81064362096,4418819.541515066,1345.0,250.0
486320.07457583124,4419188.570144088,1345.0,250.0
486052.2501549527,4419338.7365107285,1346.0,251.0
486696.2167104137,4419087.260059702,1347.0,252.0
486369.21601117554,4419134.435407761,1347.0,252.0
486083.5396743433,4419336.45388316,1347.0,252.0
486368.5122339576,4418959.055117549,1349.0,254.0
486234.1586713493,4418905.138525992,1350.0,255.0
487190.99114367994,4418365.823521492,1348.0,253.0
486207.50883735163,4418437.014217197,1354.0,259.0
486077.0933694307,4419192.532073331,1351.0,256.0
486700.5815840414,4418886.539259012,1352.0,257.0
486713.4375720499,4419074.467113894,1352.0,257.0
486731.5342041303,4419105.792121376,1352.0,257.0
486617.4712617576,4419027.600691934,1353.0,258.0
486491.82172197354,4419320.917803235,1356.0,261.0
486368.5122339576,4418959.055117549,1356.0,261.0
486614.6982793629,4419027.688392989,1357.0,262.0
486623.8604027557,4418832.80462871,1357.0,262.0
486574.4323616948,4419043.0842527235,1365.0,270.0
486232.6725238286,4419345.612307485,1365.0,270.0
486438.4995929261,4418639.650401521,1365.0,270.0
486095.56618073635,4419406.526694748,1368.0,273.0
486095.56618073635,4419406.526694748,1369.0,274.0
486359.171471255,4419377.074891984,1370.0,275.0
486434.86743943335,4418645.581908928,1359.0,264.0
486320.07457583124,4419188.570144088,1360.0,265.0
486614.6982793629,4419027.688392989,1360.0,265.0
486614.6982793629,4419027.688392989,1360.0,265.0
486590.01410228986,4419047.017283577,1370.0,275.0
486077.0933694307,4419192.532073331,1371.0,276.0
486300.83639455284,4418953.687967777,1361.0,266.0
486507.8168098086,4419318.873899805,1362.0,267.0
486445.85008620686,4419229.444083936,1362.0,267.0
486617.4712617576,4419027.600691934,1362.0,267.0
486566.7587946865,4418908.815428791,1362.0,267.0
486095.56618073635,4419406.526694748,1363.0,268.0
486187.10959474125,4419407.004386241,1363.0,268.0
486077.0933694307,4419192.532073331,1372.0,277.0
486162.34941246395,4418996.11730341,1337.0,242.0
486214.9393983233,4419392.196013835,1363.0,268.0
487050.9779062535,4419035.4161421545,1372.0,277.0
487070.6079734473,4418342.416373551,1373.0,278.0
486359.171471255,4419377.074891984,1338.0,243.0
486434.86743943335,4418645.581908928,1339.0,244.0
486614.6982793629,4419027.688392989,1375.0,280.0
486320.07457583124,4419188.570144088,1375.0,280.0
487122.8190283928,4419066.658730506,1377.0,282.0
486472.50728608423,4419169.134215694,1375.0,280.0
487122.8190283928,4419066.658730506,1375.0,280.0
487121.31064084405,4419062.593156126,1375.0,280.0
487123.80908524577,4419070.554427302,1377.0,282.0
486370.1237564508,4419362.355820733,1376.0,281.0
486370.8338531187,4419407.695867557,1377.0,282.0
487152.0879129947,4418946.626350367,1377.0,282.0
486623.8604027557,4418832.80462871,1377.0,282.0
486617.4712617576,4419027.600691934,1377.0,282.0
486210.4083224177,4419275.784854851,1377.0,282.0
486434.86743943335,4418645.581908928,1341.0,246.0
486448.0613501973,4418658.329765357,1341.0,246.0
486610.42742197175,4418998.831682641,1378.0,283.0
486320.07457583124,4419188.570144088,1341.0,246.0
486707.66277337435,4419021.809872755,1378.0,283.0
486445.85008620686,4419229.444083936,1341.0,246.0
486061.5726310384,4418845.755120643,1382.0,287.0
486472.50728608423,4419169.134215694,1382.0,287.0
486434.86743943335,4418645.581908928,1383.0,288.0
486151.25426954805,4419255.2932298845,1383.0,288.0
486713.4375720499,4419074.467113894,1393.0,298.0
486278.99539458257,4419352.118632457,1394.0,299.0
486434.86743943335,4418645.581908928,1394.0,299.0
486320.07457583124,4419188.570144088,1395.0,300.0
486370.1237564508,4419362.355820733,1395.0,300.0
486370.1237564508,4419362.355820733,1395.0,300.0
486696.2167104137,4419087.260059702,1396.0,301.0
486623.8604027557,4418832.80462871,1396.0,301.0
486614.6982793629,4419027.688392989,1396.0,301.0
487100.7607645001,4418516.906097242,1386.0,291.0
486623.8604027557,4418832.80462871,1386.0,291.0
486077.0933694307,4419192.532073331,1396.0,301.0
486320.07457583124,4419188.570144088,1388.0,293.0
486435.04178715707,4418650.517315356,1388.0,293.0
486617.4712617576,4419027.600691934,1390.0,295.0
486370.1237564508,4419362.355820733,1390.0,295.0
486472.50728608423,4419169.134215694,1390.0,295.0
486124.6294662384,4418998.598522138,1390.0,295.0
487157.3576316288,4419077.098052473,1398.0,303.0
486617.4712617576,4419027.600691934,1399.0,304.0
486335.56349426333,4419193.367766288,1397.0,302.0
486372.3298232147,4419367.048685034,1397.0,302.0
486320.07457583124,4419188.570144088,1397.0,302.0
486623.6823815619,4419284.584013023,1390.0,295.0
486337.08476112573,4419202.755681922,1390.0,295.0
486385.12828862,4419380.116398704,1390.0,295.0
486190.47753497795,4419154.646915039,1399.0,304.0
486335.56349426333,4419193.367766288,1391.0,296.0
486347.0417913795,4419227.977908264,1391.0,296.0
486232.93653134006,4418371.912573831,1391.0,296.0
486583.48251784215,4419322.959720781,1400.0,305.0
486589.2396627911,4419338.657490851,1400.0,305.0
487121.31064084405,4419062.593156126,1400.0,305.0
486529.44035053,4418437.2225503195,1400.0,305.0
486320.07457583124,4419188.570144088,1400.0,305.0
487121.31064084405,4419062.593156126,1391.0,296.0
486696.2167104137,4419087.260059702,1400.0,305.0
486370.1237564508,4419362.355820733,1401.0,306.0
486574.4323616948,4419043.0842527235,1401.0,306.0
486623.8604027557,4418832.80462871,1402.0,307.0
486311.16613218834,4419057.205761906,1405.0,310.0
486320.07457583124,4419188.570144088,1405.0,310.0
486370.1237564508,4419362.355820733,1405.0,310.0
486623.8604027557,4418832.80462871,1407.0,312.0
486345.5170542358,4418762.293256522,1407.0,312.0
486320.07457583124,4419188.570144088,1410.0,315.0
486342.6239460625,4419007.424789999,1411.0,316.0
486370.1237564508,4419362.355820733,1411.0,316.0
486579.353312466,4418999.236899256,1411.0,316.0
486197.53416766785,4418658.309251288,1412.0,317.0
487001.5456195027,4418491.145767684,1413.0,318.0
486434.86743943335,4418645.581908928,1413.0,318.0
486577.259420995,4419296.471267489,1413.0,318.0
486483.283042131,4419270.234039796,1423.0,328.0
486434.86743943335,4418645.581908928,1424.0,329.0
486499.76379208156,4419358.461058572,1393.0,298.0
486623.8604027557,4418832.80462871,1393.0,298.0
486617.4712617576,4419027.600691934,1393.0,298.0
486053.81957595824,4419157.983033435,1425.0,330.0
487146.3416361493,4418896.591959359,1415.0,320.0
486320.07457583124,4419188.570144088,1417.0,322.0
486077.0933694307,4419192.532073331,1431.0,336.0
486095.56618073635,4419406.526694748,1431.0,336.0
486434.86743943335,4418645.581908928,1431.0,336.0
486151.8363590318,4419374.651368247,1425.0,330.0
486212.14648564917,4419286.389620831,1417.0,322.0
486326.9736918514,4418538.599669987,1432.0,337.0
486492.73598227766,4418510.57701661,1432.0,337.0
486298.03941776766,4418540.9469801225,1432.0,337.0
486194.54890330444,4418560.580411875,1432.0,337.0
486554.1616388515,4418500.133179916,1432.0,337.0
487124.62961963384,4418377.07352962,1432.0,337.0
486429.8899821783,4418661.552004059,1433.0,338.0
486590.7407819568,4419148.776237226,1417.0,322.0
486569.15861379844,4418978.798258683,1426.0,331.0
486881.9427790221,4419044.449454066,1426.0,331.0
486948.3511179258,4418555.3626589505,1418.0,323.0
486814.5867731876,4418784.978208384,1418.0,323.0
486472.50728608423,4419169.134215694,1433.0,338.0
486474.1530783604,4419297.09527271,1428.0,333.0
486483.283042131,4419270.234039796,1428.0,333.0
487157.3576316288,4419077.098052473,1418.0,323.0
486858.51205613004,4418622.487262336,1433.0,338.0
486731.7767706537,4419016.616462765,1419.0,324.0
486388.1864807961,4419273.67921529,1420.0,325.0
486445.85008620686,4419229.444083936,1420.0,325.0
486421.61295899044,4419090.739387231,1420.0,325.0
486210.4083224177,4419275.784854851,1436.0,341.0
486809.3996139363,4419347.043728118,1436.0,341.0
486210.4083224177,4419275.784854851,1443.0,348.0
486196.69585985737,4418700.438787538,1445.0,350.0
486364.2837662432,4419385.802065364,1445.0,350.0
486364.2837854118,4419385.802062153,1445.0,350.0
486320.07457583124,4419188.570144088,1436.0,341.0
486414.3526446948,4418617.369293052,1435.0,340.0
486623.8604027557,4418832.80462871,1437.0,342.0
486614.6982793629,4419027.688392989,1451.0,356.0
486320.07457583124,4419188.570144088,1452.0,357.0
486060.2749180808,4419337.94633565,1446.0,351.0
486229.7096839315,4419349.7080902895,1447.0,352.0
486617.4712617576,4419027.600691934,1439.0,344.0
486159.9018519075,4418687.492216917,1440.0,345.0
486210.4083224177,4419275.784854851,1441.0,346.0
486301.716606051,4419191.574877914,1441.0,346.0
486083.5396743433,4419336.45388316,1442.0,347.0
486993.6380572691,4418829.855050711,1442.0,347.0
486283.9838799517,4418523.30449024,1456.0,361.0
486623.8604027557,4418832.80462871,1457.0,362.0
486569.5727731614,4418960.504767676,1457.0,362.0
486614.6982793629,4419027.688392989,1457.0,362.0
486334.50545204943,4418819.088090232,1448.0,353.0
486657.6289298401,4418452.653937388,1448.0,353.0
487019.0482075971,4418686.349131585,1449.0,354.0
486320.07457583124,4419188.570144088,1460.0,0.0
486793.17554438836,4418724.22080455,1774.0,314.0
486334.50545204943,4418819.088090232,1462.0,2.0
486569.71032391797,4418476.15700004,1463.0,3.0
486210.4083224177,4419275.784854851,1463.0,3.0
486297.2908559429,4418672.948467492,1463.0,3.0
486623.8604027557,4418832.80462871,1464.0,4.0
486840.1201720949,4418563.580030038,1464.0,4.0
486959.71284705587,4419310.789736879,1470.0,10.0
486614.6982793629,4419027.688392989,1470.0,10.0
486210.4083224177,4419275.784854851,1470.0,10.0
486623.8604027557,4418832.80462871,1472.0,12.0
486320.07457583124,4419188.570144088,1473.0,13.0
486374.4331997447,4419143.570146731,1475.0,15.0
486210.4083224177,4419275.784854851,1475.0,15.0
486337.9460262666,4419207.998102261,1481.0,21.0
486582.00054442696,4419037.377983815,1487.0,27.0
486210.4083224177,4419275.784854851,1488.0,28.0
486690.26818263263,4419118.639915185,1488.0,28.0
486320.07457583124,4419188.570144088,1489.0,29.0
486320.07457583124,4419188.570144088,1489.0,29.0
486905.18727690674,4419270.1944221435,1489.0,29.0
486130.419329165,4418692.512407997,1490.0,30.0
486211.2943014614,4419281.458142415,1495.0,35.0
486529.83985007147,4419156.407340455,1497.0,37.0
486623.8604027557,4418832.80462871,1497.0,37.0
486614.6982793629,4419027.688392989,1497.0,37.0
486360.25328273274,4418750.373044025,1497.0,37.0
486159.63195595186,4419080.80815845,1499.0,39.0
486210.4083224177,4419275.784854851,1504.0,44.0
486623.8604027557,4418832.80462871,1505.0,45.0
486385.58780378825,4418654.123611053,1506.0,46.0
486472.50728608423,4419169.134215694,1510.0,50.0
486614.6982793629,4419027.688392989,1510.0,50.0
486623.8604027557,4418832.80462871,1510.0,50.0
486210.4083224177,4419275.784854851,1512.0,52.0
486434.86743943335,4418645.581908928,1513.0,53.0
486614.6982793629,4419027.688392989,1514.0,54.0
486623.8604027557,4418832.80462871,1514.0,54.0
486581.20209532353,4419032.415433081,1515.0,55.0
486754.85953553766,4419396.81201055,1515.0,55.0
486320.07457583124,4419188.570144088,1516.0,56.0
486130.419329165,4418692.512407997,1518.0,58.0
486335.56349426333,4419193.367766288,1520.0,60.0
486614.6982793629,4419027.688392989,1486.0,26.0
486617.4712617576,4419027.600691934,1527.0,67.0
486623.8604027557,4418832.80462871,1528.0,68.0
486320.07457583124,4419188.570144088,1528.0,68.0
486449.3329357048,4419178.456365803,1529.0,69.0
487185.60105802555,4419374.195747365,1524.0,64.0
486594.16877690156,4419107.758353994,1530.0,70.0
486079.08951768785,4418949.48943569,1531.0,71.0
486434.86743943335,4418645.581908928,1532.0,72.0
486227.1417398184,4418461.111011054,1537.0,77.0
486445.85008620686,4419229.444083936,1538.0,78.0
486751.724635928,4419224.059186184,1540.0,80.0
486594.03171285073,4418471.920626659,1545.0,85.0
486362.05830888153,4419372.888617294,1550.0,90.0
486491.82172197354,4419320.917803235,1540.0,80.0
486491.82172197354,4419320.917803235,1541.0,81.0
486364.2837662432,4419385.802065364,1542.0,82.0
486614.6982793629,4419027.688392989,1542.0,82.0
486370.1237564508,4419362.355820733,1544.0,84.0
486364.2837662432,4419385.802065364,1545.0,85.0
486472.50728608423,4419169.134215694,1552.0,92.0
486614.6982793629,4419027.688392989,1552.0,92.0
486358.9843675578,4418531.072469224,1554.0,94.0
486969.6889091367,4418572.4830852505,1551.0,91.0
486659.71370664623,4418967.115078029,1551.0,91.0
486659.71370664623,4418967.115078029,1551.0,91.0
486614.6982793629,4419027.688392989,1552.0,92.0
486648.23511278874,4418910.720699447,1555.0,95.0
486623.860413996,4418832.804645042,1555.0,95.0
486623.8604027557,4418832.80462871,1555.0,95.0
486320.7035054413,4418821.676556461,1556.0,96.0
486320.07457583124,4419188.570144088,1557.0,97.0
486794.8484043136,4418584.84759839,1558.0,98.0
486727.92400415987,4419083.524183672,1562.0,102.0
486320.07457583124,4419188.570144088,1564.0,104.0
486614.6982793629,4419027.688392989,1564.0,104.0
487055.81064362096,4418819.541515066,1564.0,104.0
486614.6982793629,4419027.688392989,1564.0,104.0
486623.8604027557,4418832.80462871,1564.0,104.0
486917.9281486165,4419385.713905298,1565.0,105.0
486623.8604027557,4418832.80462871,1559.0,99.0
486614.6982793629,4419027.688392989,1559.0,99.0
486053.3475234696,4419154.82156775,1570.0,110.0
486104.34940379555,4419287.111801565,1571.0,111.0
486544.8496784463,4419392.681433283,1571.0,111.0
486472.50728608423,4419169.134215694,1566.0,106.0
486605.75943838654,4418997.633401103,1566.0,106.0
486252.8793942536,4418907.83357238,1571.0,111.0
486617.4712617576,4419027.600691934,1572.0,112.0
486318.10790820763,4418357.768267421,1567.0,107.0
486933.7692124401,4419372.330353401,1568.0,108.0
486332.75437902124,4419365.625418327,1568.0,108.0
486332.75437902124,4419365.625418327,1575.0,115.0
486727.92400415987,4419083.524183672,1575.0,115.0
486727.92400415987,4419083.524183672,1575.0,115.0
486332.75437902124,4419365.625418327,1575.0,115.0
486717.8501283952,4419086.273373118,1575.0,115.0
486332.75437902124,4419365.625418327,1576.0,116.0
486315.94022339425,4418822.415597794,1576.0,116.0
486717.8501283952,4419086.273373118,1572.0,112.0
486334.50545204943,4418819.088090232,1579.0,119.0
486332.75437902124,4419365.625418327,1572.0,112.0
486472.50728608423,4419169.134215694,1580.0,120.0
486320.98841851315,4418811.29957569,1581.0,121.0
487055.81064362096,4418819.541515066,1573.0,113.0
486469.2645754143,4418654.696710686,1582.0,122.0
486924.9844704066,4418312.533027103,1582.0,122.0
486104.349403764,4419287.111801544,1583.0,123.0
486320.074575804,4419188.5701440675,1583.0,123.0
486311.16613215895,4419057.205761883,1583.0,123.0
486465.1787051966,4418655.34115681,1583.0,123.0
486320.074575804,4419188.5701440675,1584.0,124.0
486334.50545202004,4418819.088090212,1585.0,125.0
486320.074575804,4419188.5701440675,1585.0,125.0
486527.2968180769,4418877.677256038,1586.0,126.0
486320.074575804,4419188.5701440675,1586.0,126.0
486472.50728605816,4419169.134215703,1586.0,126.0
486834.6687021292,4419342.672217057,1589.0,129.0
486359.17147122126,4419377.074891966,1590.0,130.0
486320.074575804,4419188.5701440675,1590.0,130.0
487019.04820756876,4418686.349131561,1593.0,133.0
