X,Y,T,A
486340.1637006453,4419187.662290451,484.0,119.0
486340.1637006453,4419187.662290451,484.0,119.0
486087.68028476136,4419047.367794222,484.0,119.0
486571.5435945288,4418657.247775627,485.0,120.0
486888.9774738664,4418810.206755172,486.0,121.0
486310.2681967248,4419186.841705079,486.0,121.0
486087.68028476136,4419047.367794222,486.0,121.0
486704.9366395562,4418839.331653606,487.0,122.0
486568.98951682396,4418913.496387448,487.0,122.0
487194.1681068755,4418383.067546727,487.0,122.0
486285.35778815055,4418368.797931064,487.0,122.0
486541.75631388003,4419110.553190294,478.0,113.0
486375.4084215061,4419396.660902404,488.0,123.0
486696.4959516743,4419035.851760641,488.0,123.0
486372.50507459475,4418371.124588126,489.0,124.0
486150.8325401598,4419271.080418885,489.0,124.0
486377.3350326158,4418370.257734734,489.0,124.0
486698.3446892134,4418800.718900757,489.0,124.0
486375.4084215061,4419396.660902404,489.0,124.0
486820.4965166137,4419340.046038954,489.0,124.0
486656.18250136444,4418896.269707485,480.0,115.0
486656.18250136444,4418896.269707485,480.0,115.0
486155.42609474156,4419270.294691286,490.0,125.0
486557.93378124945,4419250.5181905,439.0,74.0
486958.38856571686,4418574.891656973,490.0,125.0
486442.5481776373,4418885.138759658,490.0,125.0
486447.0306290037,4418884.426810853,490.0,125.0
486968.57590298116,4419279.089356917,491.0,126.0
486966.8117314301,4419404.822681307,494.0,129.0
486057.6774955008,4419286.163653382,495.0,130.0
486057.6774955008,4419286.163653382,495.0,130.0
486801.6080391689,4418643.775233006,495.0,130.0
486181.47689027525,4419265.772048044,496.0,131.0
486318.3967875192,4418528.60886234,496.0,131.0
487093.69773738534,4418538.615455873,480.0,115.0
486565.44272732263,4418995.047702096,496.0,131.0
486256.3908866,4418408.498252904,496.0,131.0
486685.3443527499,4419126.543886291,496.0,131.0
486966.8117314301,4419404.822681307,497.0,132.0
486703.05186816567,4418904.204600295,498.0,133.0
486402.0471221899,4419227.784998324,503.0,138.0
486221.9838127916,4419174.118032832,500.0,135.0
486514.4431378261,4418982.423886354,501.0,136.0
486741.5009557316,4418933.529451782,501.0,136.0
486340.1637006453,4419187.662290451,501.0,136.0
487094.15681224765,4418551.172402827,501.0,136.0
486740.447566267,4419115.294089477,501.0,136.0
486238.5874932211,4419379.01411427,501.0,136.0
486276.06039572204,4418524.799846119,502.0,137.0
486256.3908866,4418408.498252904,503.0,138.0
486309.56376841234,4418674.473981723,515.0,150.0
487003.1947307824,4418680.265664549,515.0,150.0
486711.8009149723,4418930.900852069,516.0,151.0
486376.18732192676,4419377.966742155,516.0,151.0
486359.2048992641,4419386.464126195,516.0,151.0
486655.942146905,4418614.044840607,516.0,151.0
486843.23769264703,4418503.811299484,516.0,151.0
486153.69570380927,4419288.395362658,516.0,151.0
486411.1735477177,4419313.842600373,517.0,152.0
486440.9631916468,4418693.02462228,517.0,152.0
486796.7646887267,4418570.9704493,517.0,152.0
486376.18732192676,4419377.966742155,517.0,152.0
486060.26752299187,4419093.597122928,504.0,139.0
486369.5823388117,4419139.9060923,504.0,139.0
486655.7805209955,4418468.473992196,504.0,139.0
486741.5009557316,4418933.529451782,505.0,140.0
486309.56376841234,4418674.473981723,517.0,152.0
486309.56376841234,4418674.473981723,517.0,152.0
486150.8325401598,4419271.080418885,508.0,143.0
486684.7402910966,4419124.272869611,507.0,142.0
486150.8325401598,4419271.080418885,507.0,142.0
486309.56376841234,4418674.473981723,507.0,142.0
486442.04676609003,4419221.162385945,508.0,143.0
486059.11844385124,4419334.17643548,518.0,153.0
486142.7414609534,4419346.385196566,518.0,153.0
486059.11844385124,4419334.17643548,518.0,153.0
486051.5160259183,4419335.45673348,518.0,153.0
486442.8391437266,4418692.571173823,518.0,153.0
486862.6420940388,4418912.84804417,523.0,158.0
486050.94215768576,4419234.861081214,523.0,158.0
486089.8523010819,4419327.784965096,524.0,159.0
486079.8582155677,4419257.887651031,524.0,159.0
487131.44284466456,4418820.355835776,524.0,159.0
486750.8497534435,4419186.466982951,525.0,160.0
486596.0534427424,4419062.1682265755,519.0,154.0
486467.7245964571,4419302.238674281,526.0,161.0
486361.60108679207,4419370.834546486,526.0,161.0
486565.44272732263,4418995.047702096,528.0,163.0
486442.8391437266,4418692.571173823,529.0,164.0
486600.65329556743,4419099.410269351,529.0,164.0
486356.65640438185,4419371.676183079,530.0,165.0
486340.93921008817,4419192.471743239,531.0,166.0
486467.7245964571,4419302.238674281,531.0,166.0
486181.47689027525,4419265.772048044,531.0,166.0
486150.6557712454,4419264.193868011,531.0,166.0
486209.0788932753,4419228.879697249,521.0,156.0
486050.94215768576,4419234.861081214,522.0,157.0
486441.04131445877,4419308.75990944,533.0,168.0
486467.7245964571,4419302.238674281,533.0,168.0
486340.1637006453,4419187.662290451,533.0,168.0
486489.33827267506,4419268.574903697,536.0,171.0
486427.1419407276,4418601.993806458,536.0,171.0
486449.6121129607,4419307.335083831,537.0,172.0
486340.1637006453,4419187.662290451,537.0,172.0
486507.9720377861,4419354.787274664,537.0,172.0
486187.1038821358,4418562.500853054,537.0,172.0
486364.908406299,4418509.33842453,522.0,157.0
486162.45536905475,4418425.568357584,522.0,157.0
486333.4690922071,4418351.674825982,522.0,157.0
486195.1192842459,4418389.638105045,522.0,157.0
486080.68547489634,4418472.314158092,510.0,145.0
486330.8068451938,4418937.146960895,510.0,145.0
486122.19141250243,4418703.7928094305,510.0,145.0
486503.3432512094,4418815.595665296,538.0,173.0
486364.908406299,4418509.33842453,539.0,174.0
486449.0135688542,4419268.934575613,539.0,174.0
486365.43035472743,4419140.605766216,539.0,174.0
486544.1323567706,4419387.436992621,523.0,158.0
486711.8009149723,4418930.900852069,543.0,178.0
486081.3849758737,4419278.1241093725,544.0,179.0
486935.43758543395,4418262.378138559,544.0,179.0
486150.8325401598,4419271.080418885,511.0,146.0
486216.65025203547,4419275.484986265,540.0,175.0
486372.3298232146,4419367.048685012,540.0,175.0
486356.65640438185,4419371.676183079,511.0,146.0
486361.60108679207,4419370.834546486,541.0,176.0
486338.20644213865,4418877.942152312,544.0,179.0
486549.07462390227,4419252.019361419,545.0,180.0
486586.7207142816,4418494.528008433,545.0,180.0
486449.6121129607,4419307.335083831,545.0,180.0
486718.52681463165,4419168.080431197,542.0,177.0
486467.7245964571,4419302.238674281,545.0,180.0
486514.12408231257,4419062.654104874,543.0,178.0
486217.0416582282,4418909.197360992,543.0,178.0
486504.7939442097,4418824.400074173,550.0,185.0
486528.5480492563,4419060.240282611,551.0,186.0
486318.3967875192,4418528.60886234,551.0,186.0
486321.1768039381,4418626.831463658,552.0,187.0
486333.5148685368,4418624.679367628,552.0,187.0
486449.6121129607,4419307.335083831,546.0,181.0
486356.65640438185,4419371.676183079,546.0,181.0
486063.78220255976,4419232.678614563,546.0,181.0
486079.8582155677,4419257.887651031,549.0,184.0
486169.09208532027,4418980.744006427,549.0,184.0
486361.60108679207,4419370.834546486,550.0,185.0
486496.9284445958,4419291.326789898,550.0,185.0
486333.5148685368,4418624.679367628,553.0,188.0
486947.74323942704,4418900.514402986,553.0,188.0
486566.78167613567,4419104.202627752,554.0,189.0
486441.04131445877,4419308.75990944,554.0,189.0
486340.1637006453,4419187.662290451,554.0,189.0
486310.2681967248,4419186.841705079,554.0,189.0
486449.6121129607,4419307.335083831,556.0,191.0
486449.6121129607,4419307.335083831,556.0,191.0
486668.088091593,4419231.882073389,556.0,191.0
486449.6121129607,4419307.335083831,556.0,191.0
486655.2490702487,4419232.042301223,556.0,191.0
486497.8178156286,4418782.009107448,557.0,192.0
486089.0169606664,4419335.195190398,557.0,192.0
486954.69737654587,4418988.068576845,558.0,193.0
486952.24672645493,4418897.625174531,563.0,198.0
486331.71914297476,4419136.9396136245,564.0,199.0
486216.65025203547,4419275.484986265,558.0,193.0
486141.36117900343,4418827.426244584,559.0,194.0
486204.64827187976,4419176.87072422,560.0,195.0
486340.1637006453,4419187.662290451,560.0,195.0
486281.5458390625,4418925.076712736,564.0,199.0
486473.06203737645,4419160.9288179185,564.0,199.0
486331.71914297476,4419136.9396136245,565.0,200.0
486612.7897039391,4418765.080362915,565.0,200.0
486630.11134192906,4419275.623022444,566.0,201.0
486497.8178156286,4418782.009107448,566.0,201.0
486344.65035735274,4418915.979398287,566.0,201.0
486234.54161118023,4418687.163563492,566.0,201.0
486221.9838127916,4419174.118032832,562.0,197.0
486372.3298232146,4419367.048685012,563.0,198.0
487071.14407907624,4418387.988454701,572.0,207.0
486451.5329323405,4418883.711708928,572.0,207.0
486360.1283221051,4418504.971956388,573.0,208.0
486305.13190673915,4419149.499750315,573.0,208.0
486835.2147865696,4419099.274012771,573.0,208.0
487023.0110353204,4418665.189503967,574.0,209.0
486637.573821154,4418973.885088586,574.0,209.0
486632.95271204837,4418970.3824883895,574.0,209.0
486535.75985999877,4418728.479953792,574.0,209.0
486216.65025203547,4419275.484986265,575.0,210.0
486564.38018786605,4418414.54710747,575.0,210.0
486356.04153478285,4419181.944587921,575.0,210.0
486360.1283221051,4418504.971956388,576.0,211.0
486147.6030889288,4419374.904354363,567.0,202.0
486147.6030889288,4419374.904354363,567.0,202.0
486491.92406329414,4418754.180396455,567.0,202.0
486361.60108679207,4419370.834546486,577.0,212.0
486372.3298232146,4419367.048685012,567.0,202.0
486998.13524044026,4418399.689977205,568.0,203.0
486147.6030889288,4419374.904354363,568.0,203.0
487048.9998199877,4419024.41460463,568.0,203.0
486867.58046054305,4418782.820194084,568.0,203.0
486923.9397385847,4418346.524644465,570.0,205.0
486305.13190673915,4419149.499750315,570.0,205.0
487140.152836681,4418263.471739378,570.0,205.0
486540.2403799924,4419320.5706298025,578.0,213.0
486360.1283221051,4418504.971956388,578.0,213.0
486362.1066816525,4419366.698416942,578.0,213.0
486372.3298232146,4419367.048685012,579.0,214.0
486362.1066816525,4419366.698416942,571.0,206.0
486838.4509508029,4418584.922357177,571.0,206.0
486147.6030889288,4419374.904354363,572.0,207.0
486473.06203737645,4419160.9288179185,581.0,216.0
486629.5754110833,4419283.581837735,581.0,216.0
486440.2895342747,4418688.945124399,582.0,217.0
486806.1107843024,4419205.596513,582.0,217.0
486376.18732192676,4419377.966742155,583.0,218.0
486372.3298232146,4419367.048685012,584.0,219.0
486629.5754110833,4419283.581837735,584.0,219.0
486420.8179612744,4419406.461084731,585.0,220.0
486279.2114902245,4418534.500275325,579.0,214.0
486806.1107843024,4419205.596513,579.0,214.0
486063.29368000577,4419182.2131858645,580.0,215.0
486316.64434471837,4419242.405589597,580.0,215.0
486376.18732192676,4419377.966742155,585.0,220.0
486376.18732192676,4419377.966742155,586.0,221.0
486458.6164523354,4419171.263427437,592.0,227.0
486511.1890796733,4419289.007999944,592.0,227.0
486478.083764543,4419291.388579767,592.0,227.0
486571.47194160067,4419226.04323308,592.0,227.0
486441.1249491394,4419296.236323264,592.0,227.0
486155.11464317853,4418896.484952548,592.0,227.0
486786.9688116087,4418513.658307494,587.0,222.0
486376.18732192676,4419377.966742155,587.0,222.0
486506.8414602344,4418831.084266295,588.0,223.0
486356.65640438185,4419371.676183079,588.0,223.0
486360.1283221051,4418504.971956388,588.0,223.0
486478.083764543,4419291.388579767,590.0,225.0
486248.26026087,4418919.356924677,591.0,226.0
486230.1351454206,4419354.4598109815,591.0,226.0
486375.4084215061,4419396.660902404,512.0,147.0
486555.6655449774,4418992.622119622,513.0,148.0
486719.15692992654,4418973.857904441,513.0,148.0
486372.3298232146,4419367.048685012,513.0,148.0
486132.2407737478,4419284.472698436,513.0,148.0
486372.3298232146,4419367.048685012,593.0,228.0
486481.4616018623,4419211.120123855,593.0,228.0
486362.61930974614,4419321.246303657,593.0,228.0
486376.18732192676,4419377.966742155,593.0,228.0
487186.776609774,4419405.798084314,595.0,230.0
486382.3253315371,4419363.3644624315,593.0,228.0
486413.4429936421,4418991.817014665,596.0,231.0
486340.1637006453,4419187.662290451,596.0,231.0
486364.908406299,4418509.33842453,596.0,231.0
486702.9125695748,4418996.361425542,597.0,232.0
486258.751855369,4418289.757438621,597.0,232.0
486063.78220255976,4419232.678614563,598.0,233.0
486361.60108679207,4419370.834546486,598.0,233.0
486592.8872946975,4419046.3408096805,598.0,233.0
486656.18250136444,4418896.269707485,598.0,233.0
486721.21925670817,4418986.918894297,598.0,233.0
486248.26026087,4418919.356924677,594.0,229.0
486680.63184598816,4419227.735686659,594.0,229.0
486340.1637006453,4419187.662290451,599.0,234.0
486442.04676609003,4419221.162385945,599.0,234.0
486587.836585193,4418922.739797213,600.0,235.0
486583.8825973545,4419001.788046674,601.0,236.0
486718.6648450109,4418981.470221501,601.0,236.0
486583.8825973545,4419001.788046674,601.0,236.0
486234.75783661497,4418913.609714433,601.0,236.0
486489.33827267506,4419268.574903697,601.0,236.0
487064.3367149361,4418348.413729996,602.0,237.0
486565.44272732263,4418995.047702096,604.0,239.0
486592.8872946975,4419046.3408096805,605.0,240.0
486656.18250136444,4418896.269707485,606.0,241.0
487152.0277229499,4418348.048517619,606.0,241.0
486805.5309671055,4418732.844276123,606.0,241.0
486544.1323567706,4419387.436992621,606.0,241.0
486592.8872946975,4419046.3408096805,607.0,242.0
486364.2188162654,4418520.949199027,607.0,242.0
486998.13524044026,4418399.689977205,608.0,243.0
486246.3581049918,4418899.286331809,608.0,243.0
486998.13524044026,4418399.689977205,609.0,244.0
486592.8872946975,4419046.3408096805,621.0,256.0
487140.42258800037,4418280.847135134,622.0,257.0
486496.97860261734,4418771.693266279,623.0,258.0
486167.3324861497,4418683.684015705,623.0,258.0
486058.46638578427,4419154.003076934,613.0,248.0
486167.3324861497,4418683.684015705,616.0,251.0
486372.3298232146,4419367.048685012,613.0,248.0
486489.33043496724,4418796.111586344,617.0,252.0
486279.47198396403,4418546.452079519,623.0,258.0
486499.8547917241,4418794.423835513,614.0,249.0
486958.38856571686,4418574.891656973,623.0,258.0
486521.9603399576,4418920.583395125,623.0,258.0
486958.38856571686,4418574.891656973,623.0,258.0
486581.3928894653,4418975.840855891,623.0,258.0
486224.1886507943,4418767.868914645,623.0,258.0
486467.1744776847,4418515.186440452,624.0,259.0
486348.7967697179,4418938.06002864,626.0,261.0
486579.1076069912,4418962.262866983,626.0,261.0
486157.7370020159,4418695.209084292,626.0,261.0
486813.7696016585,4418717.912342543,627.0,262.0
486592.8872946975,4419046.3408096805,618.0,253.0
486668.99897540984,4418751.375043314,620.0,255.0
486684.7402910966,4419124.272869611,631.0,266.0
486455.85431388573,4418517.133969757,631.0,266.0
486903.1711490238,4419047.116762074,631.0,266.0
486717.54570248077,4418993.587239352,631.0,266.0
486718.52681463165,4419168.080431197,632.0,267.0
486596.3963111229,4419086.916924125,633.0,268.0
486592.8872946975,4419046.3408096805,633.0,268.0
486705.27904175397,4418841.318947475,633.0,268.0
486565.44272732263,4418995.047702096,627.0,262.0
486060.26752299187,4419093.597122928,627.0,262.0
486372.3298232146,4419367.048685012,628.0,263.0
486360.1283221051,4418504.971956388,628.0,263.0
486830.3021878134,4418723.887483023,628.0,263.0
486830.3021878134,4418723.887483023,628.0,263.0
486066.2192151862,4419188.284051354,628.0,263.0
486494.5432491169,4418486.752386958,628.0,263.0
486232.88722405385,4418532.294327327,628.0,263.0
486318.97239391535,4418539.77820676,628.0,263.0
486360.92108430114,4418509.596519529,628.0,263.0
486364.4745749654,4418532.321992385,628.0,263.0
486383.95187199814,4418533.757659168,628.0,263.0
486414.03591326316,4418524.1195797,628.0,263.0
486246.3581049918,4418899.286331809,628.0,263.0
486466.35413285124,4419109.110726386,628.0,263.0
486463.7007613464,4419094.439650454,629.0,264.0
486465.4838426377,4419104.298700038,629.0,264.0
486480.36440561886,4419101.54237744,629.0,264.0
486426.9804623511,4418886.530937704,629.0,264.0
486372.3298232146,4419367.048685012,630.0,265.0
486364.2188162654,4418520.949199027,636.0,271.0
486388.8695868243,4419279.10016676,637.0,272.0
486903.1711490238,4419047.116762074,637.0,272.0
486757.12110036786,4419222.898995833,634.0,269.0
486340.1637006453,4419187.662290451,637.0,272.0
486451.5329323405,4418883.711708928,614.0,249.0
486592.8872946975,4419046.3408096805,615.0,250.0
486689.9557165326,4418986.788167547,638.0,273.0
486361.60108679207,4419370.834546486,640.0,275.0
486387.8322403978,4418658.796745444,642.0,277.0
486234.75783661497,4418913.609714433,642.0,277.0
486360.1283221051,4418504.971956388,642.0,277.0
486592.8872946975,4419046.3408096805,642.0,277.0
486361.60108679207,4419370.834546486,640.0,275.0
486340.1637006453,4419187.662290451,641.0,276.0
486583.8825973545,4419001.788046674,654.0,289.0
486656.18250136444,4418896.269707485,654.0,289.0
486813.6414687639,4418781.422459587,643.0,278.0
486786.9688116087,4418513.658307494,656.0,291.0
486280.1151715547,4418819.599829963,643.0,278.0
486912.3565803316,4419315.534894497,656.0,291.0
486912.3565803316,4419315.534894497,656.0,291.0
486630.3235013955,4418672.936331205,650.0,285.0
486565.44272732263,4418995.047702096,652.0,287.0
486583.8825973545,4419001.788046674,645.0,280.0
486592.8872946975,4419046.3408096805,645.0,280.0
486656.18250136444,4418896.269707485,645.0,280.0
486340.1637006453,4419187.662290451,647.0,282.0
487131.44284466456,4418820.355835776,658.0,293.0
486524.92887025204,4419065.420967494,657.0,292.0
486123.69832387497,4418886.263108663,659.0,294.0
486787.3055480465,4419372.785917608,661.0,296.0
486253.0283022134,4419026.535844922,661.0,296.0
486234.75783661497,4418913.609714433,661.0,296.0
486592.8872946975,4419046.3408096805,663.0,298.0
486318.3967875192,4418528.60886234,669.0,304.0
486958.38856571686,4418574.891656973,672.0,307.0
486162.5869147605,4418930.306489088,664.0,299.0
486426.9343961653,4418875.758803968,664.0,299.0
486253.0283022134,4419026.535844922,664.0,299.0
486220.1110667199,4418989.916686101,675.0,310.0
486726.7194054063,4419017.283117618,675.0,310.0
486279.47198396403,4418546.452079519,675.0,310.0
486703.54110625386,4419082.834486915,675.0,310.0
486173.70165089436,4419398.909196795,675.0,310.0
486656.18250136444,4418896.269707485,675.0,310.0
486958.38856571686,4418574.891656973,675.0,310.0
486165.03617421933,4418425.102410546,676.0,311.0
486592.8872946975,4419046.3408096805,671.0,306.0
486376.18732192676,4419377.966742155,664.0,299.0
486592.8872946975,4419046.3408096805,677.0,312.0
486427.7198386961,4418880.348343294,664.0,299.0
487059.3234469717,4418623.569393475,677.0,312.0
486439.5249371678,4418412.565683825,677.0,312.0
486140.03197251156,4418385.1594722625,685.0,320.0
486702.62868373515,4419080.606875321,686.0,321.0
486873.9114452318,4419298.551769051,678.0,313.0
486592.8872946975,4419046.3408096805,679.0,314.0
486958.38856571686,4418574.891656973,679.0,314.0
486589.5638747343,4419026.492847602,680.0,315.0
486734.08501340233,4419076.875094506,680.0,315.0
486656.18250136444,4418896.269707485,681.0,316.0
486583.8825973545,4419001.788046674,681.0,316.0
487137.2234671712,4418518.8946407335,689.0,324.0
486432.2541276808,4419129.336044888,689.0,324.0
486360.92108430114,4418509.596519529,681.0,316.0
486361.60108679207,4419370.834546486,682.0,317.0
487138.62015600974,4418725.84926111,682.0,317.0
486356.65640438185,4419371.676183079,683.0,318.0
486319.8033917722,4418544.445388979,692.0,327.0
486364.4745749654,4418532.321992385,683.0,318.0
486592.2401925556,4419051.700809499,683.0,318.0
486568.98951682396,4418913.496387448,683.0,318.0
486324.8162029916,4419190.109210151,684.0,319.0
486372.3298232146,4419367.048685012,684.0,319.0
486733.28041146434,4419083.258946613,697.0,332.0
486592.8872946975,4419046.3408096805,697.0,332.0
486656.18250136444,4418896.269707485,697.0,332.0
486656.18250136444,4418896.269707485,697.0,332.0
486224.82600026607,4419322.917769006,697.0,332.0
486279.47198396403,4418546.452079519,697.0,332.0
487071.54640484,4418417.33569985,665.0,300.0
486218.789477353,4418994.5033691,697.0,332.0
486592.8872946975,4419046.3408096805,666.0,301.0
486235.7310336244,4419114.328765532,700.0,335.0
486612.93094326643,4419286.217498204,698.0,333.0
486340.1637006453,4419187.662290451,699.0,334.0
486340.1637006453,4419187.662290451,699.0,334.0
486218.789477353,4418994.5033691,699.0,334.0
486311.72823751176,4419008.073027148,668.0,303.0
486360.92108430114,4418509.596519529,699.0,334.0
486885.81293274654,4418719.157000057,668.0,303.0
486738.682205309,4419092.206572098,706.0,341.0
486131.72661632113,4418699.843907908,713.0,348.0
486725.80697737145,4419012.444035749,713.0,348.0
486592.8872946975,4419046.3408096805,713.0,348.0
486279.47198396403,4418546.452079519,707.0,342.0
486160.2725098322,4419127.169976937,707.0,342.0
486430.8275556497,4418640.732967359,708.0,343.0
486131.72661632113,4418699.843907908,708.0,343.0
487145.377498063,4418767.234504832,711.0,346.0
486324.8162029916,4419190.109210151,712.0,347.0
486376.18732192676,4419377.966742155,705.0,340.0
486218.789477353,4418994.5033691,706.0,341.0
486218.789477353,4418994.5033691,706.0,341.0
486218.789477353,4418994.5033691,706.0,341.0
486218.789477353,4418994.5033691,706.0,341.0
486238.97273631376,4419390.190850091,706.0,341.0
486443.09065199393,4418705.84738277,715.0,350.0
486711.5357976336,4418798.5110948775,719.0,354.0
486248.26026087,4418919.356924677,719.0,354.0
486340.1637006453,4419187.662290451,715.0,350.0
486702.76628203376,4418891.242811163,726.0,361.0
486726.7194054063,4419017.283117618,726.0,361.0
486656.18250136444,4418896.269707485,726.0,361.0
486599.62916488375,4419106.250063373,727.0,362.0
486333.4690922071,4418351.674825982,717.0,352.0
486381.81727746146,4418909.523794663,728.0,363.0
486247.42413031554,4418685.101736495,728.0,363.0
486970.1250289581,4419037.827989157,717.0,352.0
487140.152836681,4418263.471739378,719.0,354.0
486502.2995933213,4418508.933725891,730.0,0.0
486502.2995933213,4418508.933725891,730.0,0.0
486592.8872946975,4419046.3408096805,731.0,1.0
486599.62916488375,4419106.250063373,731.0,1.0
486430.8275556497,4418640.732967359,731.0,1.0
486656.18250136444,4418896.269707485,731.0,1.0
487188.4198591713,4419105.97975451,731.0,1.0
486656.18250136444,4418896.269707485,731.0,1.0
486163.2117341318,4419286.721393771,732.0,2.0
486210.5529273906,4419238.069891881,735.0,5.0
486599.62916488375,4419106.250063373,736.0,6.0
487003.1019991161,4419260.413130222,738.0,8.0
486534.21346998244,4418503.383815398,738.0,8.0
486726.7194054063,4419017.283117618,738.0,8.0
486592.8872946975,4419046.3408096805,738.0,8.0
486599.62916488375,4419106.250063373,738.0,8.0
486238.97273631376,4419390.190850091,739.0,9.0
486656.18250136444,4418896.269707485,740.0,10.0
486887.0979629582,4419367.079930431,732.0,2.0
486412.3286677087,4419358.190806247,732.0,2.0
486561.95113392145,4418595.965687029,733.0,3.0
486221.9467244211,4418689.179355152,733.0,3.0
486265.35973073065,4418677.428342166,733.0,3.0
486702.76628203376,4418891.242811163,733.0,3.0
486592.8872946975,4419046.3408096805,733.0,3.0
486340.1637006453,4419187.662290451,734.0,4.0
486360.92108430114,4418509.596519529,747.0,17.0
486257.11595634214,4418412.765204107,741.0,11.0
486322.7611393135,4418561.423484506,748.0,18.0
486077.6140203206,4418998.532559655,742.0,12.0
486443.09065199393,4418705.84738277,742.0,12.0
486578.6217945486,4419002.909586553,743.0,13.0
486604.8639660051,4419113.563251281,743.0,13.0
486664.63928561535,4418899.458231181,743.0,13.0
486230.0907538729,4419344.160301004,744.0,14.0
486238.97273631376,4419390.190850091,746.0,16.0
486318.97239391535,4418539.77820676,746.0,16.0
486318.97239391535,4418539.77820676,746.0,16.0
486340.1637006453,4419187.662290451,746.0,16.0
486698.3446892134,4418800.718900757,758.0,28.0
486656.18250136444,4418896.269707485,759.0,29.0
486502.2995933213,4418508.933725891,759.0,29.0
486878.42723971116,4419368.604949129,754.0,24.0
486489.33827267506,4419268.574903697,753.0,23.0
486490.8660230777,4419277.629037007,764.0,34.0
486177.44127248286,4419031.38719977,764.0,34.0
486805.5309671055,4418732.844276123,765.0,35.0
486914.63470348157,4418714.142474569,765.0,35.0
486416.0362309882,4419033.064485559,765.0,35.0
486696.7154912925,4419028.555925703,765.0,35.0
486327.0398318538,4419096.448582418,766.0,36.0
486805.5309671055,4418732.844276123,762.0,32.0
486104.01569068525,4419042.779398246,766.0,36.0
486502.2995933213,4418508.933725891,755.0,25.0
486564.38018786605,4418414.54710747,763.0,33.0
486318.3605784467,4418810.825341442,763.0,33.0
487017.3472823135,4419029.784062204,755.0,25.0
486648.89648213517,4418974.45071585,770.0,40.0
487011.41492675734,4419028.6932131285,770.0,40.0
487022.3782671188,4419026.8214524565,756.0,26.0
486885.21235937666,4419356.078419355,756.0,26.0
486382.3253315371,4419363.3644624315,758.0,28.0
486592.8872946975,4419046.3408096805,771.0,41.0
486309.56376841234,4418674.473981723,772.0,42.0
486150.9801665808,4419394.677904427,769.0,39.0
486924.78470674483,4419363.850881899,783.0,53.0
486340.1637006453,4419187.662290451,774.0,44.0
486912.3565803316,4419315.534894497,778.0,48.0
486278.74689073634,4418340.530651727,783.0,53.0
486320.577822846,4418783.78533202,784.0,54.0
486787.5862979667,4419399.24807611,784.0,54.0
486680.78421274986,4419023.846896074,781.0,51.0
486702.76628203376,4418891.242811163,781.0,51.0
486787.5862979667,4419399.24807611,781.0,51.0
486603.91647101473,4419004.492214825,781.0,51.0
486282.7919722684,4418548.135577698,784.0,54.0
486787.5862979667,4419399.24807611,784.0,54.0
486318.3967875192,4418528.60886234,784.0,54.0
486279.2114902245,4418534.500275325,784.0,54.0
486238.97273631376,4419390.190850091,785.0,55.0
486230.1351454206,4419354.4598109815,785.0,55.0
486368.3638133892,4418531.7504414655,782.0,52.0
486314.22975428385,4418495.987599975,782.0,52.0
486318.3967875192,4418528.60886234,786.0,56.0
486276.965749747,4419154.333319146,790.0,60.0
486333.87644182186,4419150.968713986,790.0,60.0
486592.8872946975,4419046.3408096805,791.0,61.0
486496.9284445958,4419291.326789898,791.0,61.0
486574.3033683997,4419334.149773426,791.0,61.0
486507.77863038256,4418874.778188691,792.0,62.0
486507.77863038256,4418874.778188691,792.0,62.0
486438.91960549174,4418680.649183584,794.0,64.0
486717.54570248077,4418993.587239352,794.0,64.0
486704.9366395562,4418839.331653606,794.0,64.0
486438.91960549174,4418680.649183584,794.0,64.0
487085.1854609382,4419380.63182953,795.0,65.0
486717.54570248077,4418993.587239352,794.0,64.0
486437.805839132,4418885.8919863645,794.0,64.0
486656.18250136444,4418896.269707485,794.0,64.0
486369.90630443365,4418540.846484882,794.0,64.0
486469.5143937801,4419128.055184306,794.0,64.0
486320.577822846,4418783.78533202,788.0,58.0
486234.75783661497,4418913.609714433,788.0,58.0
486283.95246783097,4418554.9701321265,788.0,58.0
486223.8845343188,4418776.885578405,789.0,59.0
486320.577822846,4418783.78533202,789.0,59.0
486143.2567772748,4418547.931700243,789.0,59.0
486617.3061859894,4419007.765376712,800.0,70.0
486696.7154912925,4419028.555925703,800.0,70.0
486356.04153478285,4419181.944587921,801.0,71.0
486319.0820084278,4418775.32045521,794.0,64.0
486516.26090999175,4419404.918456775,806.0,76.0
486567.2084202787,4418426.407943146,807.0,77.0
487003.7495486745,4419407.668791688,801.0,71.0
486455.85431388573,4418517.133969757,796.0,66.0
486578.6766856335,4418699.411684734,802.0,72.0
486057.6774955008,4419286.163653382,804.0,74.0
486564.38018786605,4418414.54710747,805.0,75.0
486504.50806324516,4419064.263326431,812.0,82.0
486497.21809441457,4418709.568659361,809.0,79.0
486361.60108679207,4419370.834546486,813.0,83.0
486583.8825973545,4419001.788046674,811.0,81.0
486319.8033917722,4418544.445388979,811.0,81.0
486757.12110036786,4419222.898995833,811.0,81.0
486473.06203737645,4419160.9288179185,817.0,87.0
486405.8044443188,4418475.631854593,818.0,88.0
486320.577822846,4418783.78533202,798.0,68.0
486340.1637006453,4419187.662290451,824.0,94.0
486786.4187275196,4419367.9680978805,824.0,94.0
487118.28514433955,4418406.695785199,825.0,95.0
486702.9125695748,4418996.361425542,798.0,68.0
